Date,Plate,Well Number,SampleID,dilution factor,Abs1,Abs2,Notes
20230110,Samples12,85,556,1,0.073,0.074,
20230110,Samples12,86,556,1,0.071,0.072,
20230110,Samples12,87,556,1,0.071,0.071,
20230110,Samples12,88,564,7,0.079,0.097,
20230110,Samples12,89,564,7,0.064,0.083,
20230110,Samples12,90,564,7,0.071,0.093,
20230110,Samples12,91,570,7,0.046,0.051,
20230110,Samples12,92,570,7,0.045,0.049,
20230110,Samples12,93,570,7,0.046,0.05,
20230110,Samples12,94,578,7,0.223,0.3,
20230110,Samples12,95,578,7,0.196,0.29,
20230110,Samples12,96,578,7,0.141,0.29,BR
20230110,Samples13,1,Stds,1,1.519,1.522,BR
20230110,Samples13,2,Stds,1,1.351,1.376,
20230110,Samples13,3,Stds,1,1.326,1.427,
20230110,Samples13,4,583,7,0.083,0.14,
20230110,Samples13,5,583,7,0.078,0.112,
20230110,Samples13,6,583,7,0.082,0.122,
20230110,Samples13,7,591,1,0.043,0.043,
20230110,Samples13,8,591,1,0.042,0.042,
20230110,Samples13,9,591,1,0.042,0.043,
20230110,Samples13,10,597,1,0.08,0.098,
20230110,Samples13,11,597,1,0.1,0.099,
20230110,Samples13,12,597,1,0.098,0.097,
20230110,Samples13,13,Stds,1,0.04,0.041,
20230110,Samples13,14,Stds,1,0.04,0.041,
20230110,Samples13,15,Stds,1,0.039,0.041,
20230110,Samples13,16,584,7,0.076,0.113,
20230110,Samples13,17,584,7,0.087,0.113,
20230110,Samples13,18,584,7,0.079,0.107,
20230110,Samples13,19,592,1,0.042,0.042,
20230110,Samples13,20,592,1,0.042,0.042,
20230110,Samples13,21,592,1,0.041,0.042,
20230110,Samples13,22,598,1,0.041,0.041,
20230110,Samples13,23,598,1,0.042,0.041,
20230110,Samples13,24,598,1,0.04,0.041,
20230110,Samples13,25,Stds,1,0.037,0.037,
20230110,Samples13,26,Stds,1,0.038,0.038,
20230110,Samples13,27,Stds,1,0.038,0.037,
20230110,Samples13,28,585,7,0.509,0.691,
20230110,Samples13,29,585,7,0.531,0.748,BR
20230110,Samples13,30,585,7,0.492,0.661,
20230110,Samples13,31,593,1,0.175,0.172,
20230110,Samples13,32,593,1,0.169,0.164,
20230110,Samples13,33,593,1,0.168,0.162,
20230110,Samples13,34,599,1,0.067,0.066,
20230110,Samples13,35,599,1,0.066,0.064,
20230110,Samples13,36,599,1,0.065,0.064,
20230110,Samples13,37,Stds,1,0.044,0.184,
20230110,Samples13,38,Stds,1,0.048,0.18,
20230110,Samples13,39,Stds,1,0.044,0.164,
20230110,Samples13,40,586,7,0.388,0.565,BR
20230110,Samples13,41,586,7,0.436,0.639,
20230110,Samples13,42,586,7,0.402,0.606,
20230110,Samples13,43,593d,1,0.13,0.166,BR
20230110,Samples13,44,593d,1,0.168,0.164,
20230110,Samples13,45,593d,1,0.168,0.165,
20230110,Samples13,46,600,1,0.057,0.063,
20230110,Samples13,47,600,1,0.065,0.064,
20230110,Samples13,48,600,1,0.066,0.065,
20230110,Samples13,49,579,7,0.092,0.116,
20230110,Samples13,50,579,7,0.089,0.116,
20230110,Samples13,51,579,7,0.097,0.124,
20230110,Samples13,52,587,7,0.162,0.234,BR
20230110,Samples13,53,587,7,0.138,0.188,
20230110,Samples13,54,587,7,0.142,0.195,
20230110,Samples13,55,594,1,0.069,0.076,
20230110,Samples13,56,594,1,0.08,0.079,
20230110,Samples13,57,594,1,0.08,0.079,
20230110,Samples13,58,601,1,0.074,0.072,
20230110,Samples13,59,601,1,0.057,0.063,
20230110,Samples13,60,601,1,0.069,0.068,
20230110,Samples13,61,580,1,0.072,0.072,
20230110,Samples13,62,580,1,0.07,0.069,
20230110,Samples13,63,580,1,0.069,0.069,
20230110,Samples13,64,588,7,0.211,0.327,
20230110,Samples13,65,588,7,0.237,0.308,
20230110,Samples13,66,588,7,0.177,0.277,BR
20230110,Samples13,67,594spk,1,0.17,0.223,
20230110,Samples13,68,594spk,1,0.164,0.209,
20230110,Samples13,69,594spk,1,0.19,0.226,
20230110,Samples13,70,602,7,0.099,0.129,
20230110,Samples13,71,602,7,0.092,0.139,
20230110,Samples13,72,602,7,0.099,0.124,
20230110,Samples13,73,581,1,0.099,0.098,
20230110,Samples13,74,581,1,0.096,0.095,
20230110,Samples13,75,581,1,0.093,0.091,
20230110,Samples13,76,589,7,0.263,0.429,
20230110,Samples13,77,589,7,0.261,0.394,
20230110,Samples13,78,589,7,0.198,0.333,BR
20230110,Samples13,79,595,1,0.041,0.049,
20230110,Samples13,80,595,1,0.041,0.041,
20230110,Samples13,81,595,1,0.04,0.041,
20230110,Samples13,82,603,7,0.197,0.386,BR
20230110,Samples13,83,603,7,0.174,0.337,
20230110,Samples13,84,603,7,0.165,0.328,
20230110,Samples13,85,582,7,0.286,0.427,BR
20230110,Samples13,86,582,7,0.235,0.367,
20230110,Samples13,87,582,7,0.203,0.367,
20230110,Samples13,88,590,1,0.044,0.044,
20230110,Samples13,89,590,1,0.043,0.044,
20230110,Samples13,90,590,1,0.043,0.043,
20230110,Samples13,91,596,1,0.102,0.102,
20230110,Samples13,92,596,1,0.098,0.099,
20230110,Samples13,93,596,1,0.098,0.097,
20230110,Samples13,94,604,7,0.145,0.237,BR
20230110,Samples13,95,604,7,0.195,0.295,
20230110,Samples13,96,604,7,0.235,0.297,
20230110,Samples14,1,Stds,1,1.42,1.464,
20230110,Samples14,2,Stds,1,1.298,1.506,
20230110,Samples14,3,Stds,1,1.259,1.41,
20230110,Samples14,4,609,7,0.045,0.051,
20230110,Samples14,5,609,7,0.044,0.049,
20230110,Samples14,6,609,7,0.045,0.048,
20230110,Samples14,7,617,7,1.026,1.264,
20230110,Samples14,8,617,7,1.14,1.32,
20230110,Samples14,9,617,7,1.145,1.277,
20230110,Samples14,10,623,7,0.053,0.064,
20230110,Samples14,11,623,7,0.052,0.06,
20230110,Samples14,12,623,7,0.053,0.058,
20230110,Samples14,13,Stds,1,0.04,0.041,
20230110,Samples14,14,Stds,1,0.04,0.041,
20230110,Samples14,15,Stds,1,0.039,0.04,
20230110,Samples14,16,610,7,0.545,0.661,
20230110,Samples14,17,610,7,0.499,0.655,
20230110,Samples14,18,610,7,0.399,0.571,BR
20230110,Samples14,19,618,1,0.458,0.518,
20230110,Samples14,20,618,1,0.469,0.493,
20230110,Samples14,21,618,1,0.413,0.481,
20230110,Samples14,22,624,7,0.67,0.844,BR
20230110,Samples14,23,624,7,0.599,0.814,
20230110,Samples14,24,624,7,0.539,0.725,
20230110,Samples14,25,Stds,1,0.037,0.038,
20230110,Samples14,26,Stds,1,0.038,0.038,
20230110,Samples14,27,Stds,1,0.038,0.038,
20230110,Samples14,28,611,7,1.006,1.138,
20230110,Samples14,29,611,7,0.962,1.029,
20230110,Samples14,30,611,7,0.902,1.08,
20230110,Samples14,31,619,7,0.105,0.174,BR
20230110,Samples14,32,619,7,0.096,0.158,
20230110,Samples14,33,619,7,0.087,0.149,
20230110,Samples14,34,625,7,1.088,1.196,
20230110,Samples14,35,625,7,1.138,1.22,
20230110,Samples14,36,625,7,0.941,1.066,BR
20230110,Samples14,37,Stds,1,0.043,0.181,
20230110,Samples14,38,Stds,1,0.043,0.17,
20230110,Samples14,39,Stds,1,0.043,0.165,
20230110,Samples14,40,612,7,0.139,0.191,
20230110,Samples14,41,612,7,0.149,0.19,
20230110,Samples14,42,612,7,0.12,0.174,
20230110,Samples14,43,619d,7,0.096,0.16,
20230110,Samples14,44,619d,7,0.086,0.142,
20230110,Samples14,45,619d,7,0.093,0.151,
20230110,Samples14,46,626,7,0.483,0.646,
20230110,Samples14,47,626,7,0.522,0.675,BR
20230110,Samples14,48,626,7,0.466,0.667,
20230110,Samples14,49,605,7,0.042,0.044,
20230110,Samples14,50,605,7,0.042,0.043,
20230110,Samples14,51,605,7,0.04,0.042,
20230110,Samples14,52,613,7,0.376,0.498,
20230110,Samples14,53,613,7,0.304,0.416,
20230110,Samples14,54,613,7,0.316,0.452,
20230110,Samples14,55,620,7,1.238,1.385,
20230110,Samples14,56,620,7,0.806,0.941,BR
20230110,Samples14,57,620,7,0.99,1.24,
20230110,Samples14,58,627,7,0.181,0.245,
20230110,Samples14,59,627,7,0.169,0.223,
20230110,Samples14,60,627,7,0.171,0.232,
20230110,Samples14,61,606,7,0.04,0.042,
20230110,Samples14,62,606,7,0.041,0.042,
20230110,Samples14,63,606,7,0.044,0.045,
20230110,Samples14,64,614,7,0.602,0.854,
20230110,Samples14,65,614,7,0.61,0.833,
20230110,Samples14,66,614,7,0.551,0.723,BR
20230110,Samples14,67,620spk,7,0.946,1.057,
20230110,Samples14,68,620spk,7,0.854,1.05,BR
20230110,Samples14,69,620spk,7,0.975,1.049,
20230110,Samples14,70,628,7,0.616,0.812,
20230110,Samples14,71,628,7,0.606,0.766,
20230110,Samples14,72,628,7,0.421,0.655,BR
20230110,Samples14,73,607,7,0.164,0.236,
20230110,Samples14,74,607,7,0.164,0.242,
20230110,Samples14,75,607,7,0.163,0.219,
20230110,Samples14,76,615,7,0.075,0.093,
20230110,Samples14,77,615,7,0.073,0.092,
20230110,Samples14,78,615,7,0.066,0.085,BR
20230110,Samples14,79,621,7,0.255,0.345,
20230110,Samples14,80,621,7,0.233,0.332,
20230110,Samples14,81,621,7,0.216,0.314,BR
20230110,Samples14,82,629,7,0.692,0.891,
20230110,Samples14,83,629,7,0.69,0.913,
20230110,Samples14,84,629,7,0.627,0.802,BR
20230110,Samples14,85,608,7,0.051,0.058,
20230110,Samples14,86,608,7,0.049,0.055,
20230110,Samples14,87,608,7,0.048,0.054,
20230110,Samples14,88,616,7,0.169,0.246,
20230110,Samples14,89,616,7,0.185,0.261,
20230110,Samples14,90,616,7,0.133,0.194,BR
20230110,Samples14,91,622,7,0.614,0.867,
20230110,Samples14,92,622,7,0.608,0.824,
20230110,Samples14,93,622,7,0.524,0.768,BR
20230110,Samples14,94,630,7,0.637,0.86,
20230110,Samples14,95,630,7,0.686,0.883,
20230110,Samples14,96,630,7,0.573,0.777,BR
20230110,Samples15,1,Stds,1,1.684,1.647,
20230110,Samples15,2,Stds,1,1.531,1.607,
20230110,Samples15,3,Stds,1,1.588,1.61,
20230110,Samples15,4,635,7,1.024,1.262,
20230110,Samples15,5,635,7,0.875,1.176,
20230110,Samples15,6,635,7,0.81,1.315,
20230110,Samples15,7,NA,1,0.048,0.042,
20230110,Samples15,8,NA,1,0.048,0.041,
20230110,Samples15,9,NA,1,0.048,0.041,
20230110,Samples15,10,649,1,1.821,1.973,ND
20230110,Samples15,11,649,1,1.622,1.917,ND
20230110,Samples15,12,649,1,1.292,1.725,ND
20230110,Samples15,13,Stds,1,0.039,0.041,
20230110,Samples15,14,Stds,1,0.04,0.042,
20230110,Samples15,15,Stds,1,0.041,0.042,
20230110,Samples15,16,636,7,0.451,0.605,BR
20230110,Samples15,17,636,7,0.391,0.53,
20230110,Samples15,18,636,7,0.388,0.541,
20230110,Samples15,19,644,1,0.275,0.266,
20230110,Samples15,20,644,1,0.267,0.262,
20230110,Samples15,21,644,1,0.259,0.251,
20230110,Samples15,22,650,7,0.042,0.054,
20230110,Samples15,23,650,7,0.043,0.057,
20230110,Samples15,24,650,7,0.042,0.053,
20230110,Samples15,25,Stds,1,0.037,0.038,
20230110,Samples15,26,Stds,1,0.039,0.04,
20230110,Samples15,27,Stds,1,0.038,0.038,
20230110,Samples15,28,637,7,0.666,0.819,
20230110,Samples15,29,637,7,0.667,0.845,
20230110,Samples15,30,637,7,0.512,0.692,BR
20230110,Samples15,31,645,1,0.054,0.054,
20230110,Samples15,32,645,1,0.053,0.053,
20230110,Samples15,33,645,1,0.053,0.053,
20230110,Samples15,34,651,7,0.178,0.277,
20230110,Samples15,35,651,7,0.151,0.262,
20230110,Samples15,36,651,7,0.162,0.268,
20230110,Samples15,37,Stds,1,0.045,0.176,
20230110,Samples15,38,Stds,1,0.048,0.174,
20230110,Samples15,39,Stds,1,0.044,0.173,
20230110,Samples15,40,638,7,1.52,1.559,
20230110,Samples15,41,638,7,1.585,1.612,
20230110,Samples15,42,638,7,1.666,1.7,BR
20230110,Samples15,43,645d,1,0.06,0.062,
20230110,Samples15,44,645d,1,0.052,0.053,
20230110,Samples15,45,645d,1,0.053,0.054,
20230110,Samples15,46,652,7,0.042,0.064,
20230110,Samples15,47,652,7,0.042,0.061,
20230110,Samples15,48,652,7,0.045,0.065,
20230110,Samples15,49,631,7,1.765,1.756,ND
20230110,Samples15,50,631,7,2.106,2.252,ND
20230110,Samples15,51,631,7,2.087,2.074,ND
20230110,Samples15,52,639,7,0.4,0.535,
20230110,Samples15,53,639,7,0.366,0.494,
20230110,Samples15,54,639,7,0.328,0.439,
20230110,Samples15,55,646,1,0.437,0.602,
20230110,Samples15,56,646,1,0.434,0.603,
20230110,Samples15,57,646,1,0.692,0.799,BR
20230110,Samples15,58,653,7,0.089,0.111,
20230110,Samples15,59,653,7,0.086,0.11,
20230110,Samples15,60,653,7,0.136,0.176,BR
20230110,Samples15,61,632,7,2.051,2.047,ND
20230110,Samples15,62,632,7,1.927,1.944,ND
20230110,Samples15,63,632,7,1.94,1.981,ND
20230110,Samples15,64,640,7,0.601,0.824,
20230110,Samples15,65,640,7,0.584,0.752,
20230110,Samples15,66,640,7,0.52,0.7,BR
20230110,Samples15,67,646spk,1,0.461,0.558,
20230110,Samples15,68,646spk,1,0.554,0.62,
20230110,Samples15,69,646spk,1,0.476,0.6,
20230110,Samples15,70,654,1,0.444,0.574,
20230110,Samples15,71,654,1,0.419,0.627,BR
20230110,Samples15,72,654,1,0.42,0.562,
20230110,Samples15,73,633,7,0.738,0.735,ND
20230110,Samples15,74,633,7,0.709,0.714,ND
20230110,Samples15,75,633,7,0.665,0.663,ND
20230110,Samples15,76,641,7,1.712,1.665,ND
20230110,Samples15,77,641,7,1.627,1.576,ND
20230110,Samples15,78,641,7,1.804,1.823,ND
20230110,Samples15,79,647,1,0.461,0.461,BR
20230110,Samples15,80,647,1,0.423,0.428,
20230110,Samples15,81,647,1,0.435,0.426,
20230110,Samples15,82,655,1,0.141,0.26,
20230110,Samples15,83,655,1,0.159,0.258,
20230110,Samples15,84,655,1,0.117,0.229,BR
20230110,Samples15,85,634,7,2.099,2.117,ND
20230110,Samples15,86,634,7,1.624,1.708,ND
20230110,Samples15,87,634,7,1.438,1.568,ND
20230110,Samples15,88,642,1,0.061,0.063,
20230110,Samples15,89,642,1,0.061,0.062,
20230110,Samples15,90,642,1,0.059,0.061,
20230110,Samples15,91,648,1,0.058,0.059,
20230110,Samples15,92,648,1,0.057,0.057,
20230110,Samples15,93,648,1,0.056,0.058,
20230110,Samples15,94,656,1,0.155,0.447,
20230110,Samples15,95,656,1,0.164,0.452,
20230110,Samples15,96,656,1,0.137,0.401,
20230110,Samples16,1,Stds,1,1.437,1.508,
20230110,Samples16,2,Stds,1,1.48,1.527,
20230110,Samples16,3,Stds,1,1.475,1.518,
20230110,Samples16,4,212,15,1.417,1.604,BR
20230110,Samples16,5,212,15,1.276,1.449,
20230110,Samples16,6,212,15,1.247,1.43,
20230110,Samples16,7,277,15,0.156,0.248,
20230110,Samples16,8,277,15,0.15,0.254,
20230110,Samples16,9,277,15,0.162,0.248,
20230110,Samples16,10,514,15,1.066,1.228,
20230110,Samples16,11,514,15,0.946,1.195,
20230110,Samples16,12,514,15,0.995,1.288,
20230110,Samples16,13,Stds,1,0.039,0.04,
20230110,Samples16,14,Stds,1,0.04,0.041,
20230110,Samples16,15,Stds,1,0.041,0.043,
20230110,Samples16,16,215,15,0.976,1.127,BR
20230110,Samples16,17,215,15,0.776,0.986,
20230110,Samples16,18,215,15,0.822,1.045,
20230110,Samples16,19,341,15,1.099,1.217,
20230110,Samples16,20,341,15,1.092,1.262,
20230110,Samples16,21,341,15,1.128,1.19,
20230110,Samples16,22,521,15,1.152,1.241,BR
20230110,Samples16,23,521,15,0.777,0.949,
20230110,Samples16,24,521,15,0.862,0.923,
20230110,Samples16,25,Stds,1,0.037,0.037,
20230110,Samples16,26,Stds,1,0.038,0.038,
20230110,Samples16,27,Stds,1,0.038,0.038,
20230110,Samples16,28,257,15,0.699,1.041,
20230110,Samples16,29,257,15,0.581,0.733,BR
20230110,Samples16,30,257,15,0.636,0.938,
20230110,Samples16,31,414,15,0.931,1.022,
20230110,Samples16,32,414,15,0.897,0.959,BR
20230110,Samples16,33,414,15,0.901,1.145,
20230110,Samples16,34,546,15,1.272,1.29,
20230110,Samples16,35,546,15,1.294,1.356,
20230110,Samples16,36,546,15,1.213,1.286,
20230110,Samples16,37,Stds,1,0.045,0.215,
20230110,Samples16,38,Stds,1,0.042,0.263,
20230110,Samples16,39,Stds,1,0.042,0.189,
20230110,Samples16,40,271,15,0.169,0.26,
20230110,Samples16,41,271,15,0.162,0.26,
20230110,Samples16,42,271,15,0.15,0.212,
20230110,Samples16,43,414d,15,1.176,1.325,BR
20230110,Samples16,44,414d,15,0.984,1.115,
20230110,Samples16,45,414d,15,0.806,1.003,
20230110,Samples16,46,552,15,1.035,1.167,
20230110,Samples16,47,552,15,0.958,1.107,
20230110,Samples16,48,552,15,0.583,0.741,BR
20230110,Samples16,49,657,1,0.144,0.286,BR
20230110,Samples16,50,657,1,0.132,0.498,
20230110,Samples16,51,657,1,0.132,0.299,
20230110,Samples16,52,272,15,0.188,0.244,
20230110,Samples16,53,272,15,0.167,0.212,
20230110,Samples16,54,272,15,0.16,0.203,
20230110,Samples16,55,420,15,1.119,1.273,
20230110,Samples16,56,420,15,1.121,1.232,
20230110,Samples16,57,420,15,1.002,1.066,BR
20230110,Samples16,58,555,15,1.383,1.375,
20230110,Samples16,59,555,15,1.066,1.199,
20230110,Samples16,60,555,15,1.162,1.298,
20230110,Samples16,61,658,1,0.164,0.212,
20230110,Samples16,62,658,1,0.141,0.236,
20230110,Samples16,63,658,1,0.103,0.193,BR
20230110,Samples16,64,273,15,0.179,0.276,
20230110,Samples16,65,273,15,0.167,0.22,
20230110,Samples16,66,273,15,0.129,0.179,BR
20230110,Samples16,67,420spk,15,0.795,0.876,
20230110,Samples16,68,420spk,15,0.888,1.001,BR
20230110,Samples16,69,420spk,15,0.764,0.874,
20230110,Samples16,70,563,15,0.089,0.13,
20230110,Samples16,71,563,15,0.085,0.112,
20230110,Samples16,72,563,15,0.075,0.096,BR
20230110,Samples16,73,659,1,0.538,0.55,BR
20230110,Samples16,74,659,1,0.505,0.513,
20230110,Samples16,75,659,1,0.495,0.511,
20230110,Samples16,76,274,15,0.149,0.25,
20230110,Samples16,77,274,15,0.15,0.215,
20230110,Samples16,78,274,15,0.142,0.201,
20230110,Samples16,79,449,15,0.721,0.847,
20230110,Samples16,80,449,15,0.849,0.988,BR
20230110,Samples16,81,449,15,0.724,0.866,
20230110,Samples16,82,631,15,0.623,0.768,
20230110,Samples16,83,631,15,0.51,0.779,
20230110,Samples16,84,631,15,0.414,0.579,BR
20230110,Samples16,85,206,15,1.162,1.226,
20230110,Samples16,86,206,15,1.18,1.271,
20230110,Samples16,87,206,15,0.998,1.099,BR
20230110,Samples16,88,275,15,0.203,0.304,BR
20230110,Samples16,89,275,15,0.167,0.262,
20230110,Samples16,90,275,15,0.154,0.203,
20230110,Samples16,91,465,15,0.11,0.153,
20230110,Samples16,92,465,15,0.106,0.15,
20230110,Samples16,93,465,15,0.089,0.13,
20230110,Samples16,94,632,15,0.895,1.148,
20230110,Samples16,95,632,15,0.65,1.006,BR
20230110,Samples16,96,632,15,0.816,0.976,
20230110,Standards3,40,633,15,0.134,0.207,
20230110,Standards3,41,633,15,0.13,0.228,
20230110,Standards3,42,633,15,0.127,0.185,BR
20230110,Standards3,52,634,15,0.745,0.956,
20230110,Standards3,53,634,15,0.561,0.838,
20230110,Standards3,54,634,15,0.531,0.763,BR
20230110,Standards3,64,643,15,1.157,1.292,BR
20230110,Standards3,65,643,15,1.029,1.203,
20230110,Standards3,66,643,15,1.043,1.198,
20230110,Standards3,76,649,15,0.101,0.126,
20230110,Standards3,77,649,15,0.083,0.127,
20230110,Standards3,78,649,15,0.092,0.111,
