"","Project","Region","Site","Zone","Replicate","Depth_cm","Sample_ID","Year","Month","Day","Time","Time_Zone","NOx_Conc_mgL","NOx_Conc_uM","NOx_Conc_Flag","NOx_QAQC_Flag","NH3_Conc_mgL","NH3_Conc_uM","NH3_Conc_Flag","NH3_QAQC_Flag","PO4_Conc_mgL","PO4_Conc_uM","PO4_Conc_Flag","PO4_QAQC_Flag","Analysis_rundate","Run_notes","Field_notes","Date"
"147","COMPASS: Synoptic","CB","MSM","UP","C",45,"MSM_202306_UP_LysC_45cm",2023,6,29,NA,NA,0.016673,1.19035889966944,"bdl",NA,1.302971,93.0248381131887,"Within_Range",NA,0.013064,0.421776340891365,"Within_Range",NA,"01/14/2024","There are two sample names we suspect were input incorrectly,
  they are listed below and have been checked against metadata.",NA,2023-06-29
"148","COMPASS: Synoptic","CB","MSM","WC","A",10,"MSM_202306_WC_LysA_10cm",2023,6,29,NA,NA,0.004768,0.340408518780298,"bdl",NA,0.286306,20.440646262146,"Within_Range",NA,0.018803,0.607062196707006,"Within_Range",NA,"01/14/2024","There are two sample names we suspect were input incorrectly,
  they are listed below and have been checked against metadata.",NA,2023-06-29
"149","COMPASS: Synoptic","CB","MSM","WC","A",20,"MSM_202306_WC_LysA_20cm",2023,6,29,NA,NA,0,0,"bdl",NA,0.469234,33.5006818165592,"Within_Range",NA,0.024501,0.791024351514033,"Within_Range",NA,"01/14/2024","There are two sample names we suspect were input incorrectly,
  they are listed below and have been checked against metadata.",NA,2023-06-29
"150","COMPASS: Synoptic","CB","MSM","WC","A",45,"MSM_202306_WC_LysA_45cm",2023,6,29,NA,NA,0.005392,0.38495862694282,"bdl",NA,0.241599,17.2488166377519,"Within_Range",NA,0.005478,0.176859368907141,"Within_Range",NA,"01/14/2024","There are two sample names we suspect were input incorrectly,
  they are listed below and have been checked against metadata.",NA,2023-06-29
"151","COMPASS: Synoptic","CB","MSM","WC","B",10,"MSM_202306_WC_LysB_10cm",2023,6,29,NA,NA,0.007315,0.522250066039824,"bdl",NA,0.305874,21.837691961704,"Within_Range",NA,0.036483,1.17786789993414,"Within_Range",NA,"01/14/2024","There are two sample names we suspect were input incorrectly,
  they are listed below and have been checked against metadata.",NA,2023-06-29
"152","COMPASS: Synoptic","CB","MSM","WC","B",20,"MSM_202306_WC_LysB_20cm",2023,6,29,NA,NA,0.002758,0.19690576652602,"bdl",NA,0.306619,21.8908807927635,"Within_Range",NA,0.02581,0.83328592761835,"Within_Range",NA,"01/14/2024","There are two sample names we suspect were input incorrectly,
  they are listed below and have been checked against metadata.",NA,2023-06-29
"153","COMPASS: Synoptic","CB","MSM","WC","B",45,"MSM_202306_WC_LysB_45cm",2023,6,29,NA,NA,0.005093,0.363611700114945,"bdl",NA,0.13681,9.76746842582478,"Within_Range",NA,0.006834,0.220638358362798,"Within_Range",NA,"01/14/2024","There are two sample names we suspect were input incorrectly,
  they are listed below and have been checked against metadata.",NA,2023-06-29
"154","COMPASS: Synoptic","CB","MSM","WC","C",10,"MSM_202306_WC_LysC_10cm",2023,6,29,NA,NA,0.031054,2.21708182512655,"Within_Range",NA,0.402765,28.7551671699972,"Within_Range",NA,0.013367,0.431558814198934,"Within_Range",NA,"01/14/2024","There are two sample names we suspect were input incorrectly,
  they are listed below and have been checked against metadata.",NA,2023-06-29
"155","COMPASS: Synoptic","CB","MSM","WC","C",20,"MSM_202306_WC_LysC_20cm",2023,6,29,NA,NA,0.014387,1.02715129188174,"bdl",NA,1.458277,104.112817437369,"Within_Range",NA,0.048964,1.58082185819081,"Within_Range",NA,"01/14/2024","There are two sample names we suspect were input incorrectly,
  they are listed below and have been checked against metadata.",NA,2023-06-29
"156","COMPASS: Synoptic","CB","MSM","WC","C",45,"MSM_202306_WC_LysC_45cm",2023,6,29,NA,NA,0.00411,0.293431000878151,"bdl",NA,1.507636,107.636773829667,"Within_Range",NA,0.006369,0.205625651801676,"Within_Range",NA,"01/14/2024","There are two sample names we suspect were input incorrectly,
  they are listed below and have been checked against metadata.",NA,2023-06-29
"157","COMPASS: Synoptic","CB","SWH","SW","A",0,"SWH_202306_SW_A",2023,6,21,NA,NA,0.077237,5.51428958998194,"Within_Range",NA,0.006399,0.456852791878173,"bdl",NA,0.0095,0.306711209313225,"Within_Range",NA,"01/14/2024","There are two sample names we suspect were input incorrectly,
  they are listed below and have been checked against metadata.",NA,2023-06-21
"158","COMPASS: Synoptic","CB","SWH","SW","B",0,"SWH_202306_SW_B",2023,6,21,NA,NA,0.076048,5.42940164349918,"Within_Range",NA,0.009522,0.679817515903103,"bdl",NA,0.008004,0.258412265194005,"Within_Range",NA,"01/14/2024","There are two sample names we suspect were input incorrectly,
  they are listed below and have been checked against metadata.",NA,2023-06-21
"159","COMPASS: Synoptic","CB","SWH","SW","C",0,"SWH_202306_SW_C",2023,6,21,NA,NA,0.073026,5.21364775428902,"Within_Range",NA,0.013019,0.929483747063905,"bdl",NA,0.007828,0.252730036474097,"Within_Range",NA,"01/14/2024","There are two sample names we suspect were input incorrectly,
  they are listed below and have been checked against metadata.",NA,2023-06-21
"160","COMPASS: Synoptic","CB","SWH","TR","A",10,"SWH_202306_TR_LysA_10cm",2023,6,21,NA,NA,0.007606,0.543025837634846,"bdl",NA,0.500302,35.7187631633433,"Within_Range",NA,0.063509,2.05041286234459,"Within_Range",NA,"01/14/2024","There are two sample names we suspect were input incorrectly,
  they are listed below and have been checked against metadata.",NA,2023-06-21
"161","COMPASS: Synoptic","CB","SWH","TR","A",20,"SWH_202306_TR_LysA_20cm",2023,6,21,NA,NA,0,0,"bdl",NA,1.911011,136.435491586169,"Within_Range",NA,0.361584,11.6738806219277,"adl",NA,"01/14/2024","There are two sample names we suspect were input incorrectly,
  they are listed below and have been checked against metadata.",NA,2023-06-21
"162","COMPASS: Synoptic","CB","SWH","TR","A",45,"SWH_202306_TR_LysA_45cm",2023,6,21,NA,NA,0.004155,0.296643749062948,"bdl",NA,1.750046,124.94349132915,"Within_Range",NA,0.291201,9.40153798560214,"Within_Range",NA,"01/14/2024","There are two sample names we suspect were input incorrectly,
  they are listed below and have been checked against metadata.",NA,2023-06-21
"163","COMPASS: Synoptic","CB","SWH","TR","B",10,"SWH_202306_TR_LysB_10cm",2023,6,21,NA,NA,0.027641,1.9734127239107,"Within_Range",NA,0.053056,3.78790150428009,"Within_Range",NA,0.005149,0.166237475447768,"Within_Range",NA,"01/14/2024","There are two sample names we suspect were input incorrectly,
  they are listed below and have been checked against metadata.",NA,2023-06-21
"164","COMPASS: Synoptic","CB","SWH","TR","B",20,"SWH_202306_TR_LysB_20cm",2023,6,21,NA,NA,0.002708,0.193336046320689,"bdl",NA,0.451961,32.2674862744258,"Within_Range",NA,0.131565,4.24762739508362,"Within_Range",NA,"01/14/2024","There are two sample names we suspect were input incorrectly,
  they are listed below and have been checked against metadata.",NA,2023-06-21
"165","COMPASS: Synoptic","CB","SWH","TR","B",45,"SWH_202306_TR_LysB_45cm",2023,6,21,NA,NA,0.000578,0.0412659655736183,"bdl",NA,1.955597,139.618682487667,"Within_Range",NA,0.263404,8.50410098715164,"Within_Range",NA,"01/14/2024","There are two sample names we suspect were input incorrectly,
  they are listed below and have been checked against metadata.",NA,2023-06-21
"166","COMPASS: Synoptic","CB","SWH","TR","C",10,"SWH_202306_TR_LysC_10cm",2023,6,21,NA,NA,0.000204,0.0145644584377476,"bdl",NA,0.054788,3.91155661219274,"Within_Range",NA,0.005206,0.168077742703647,"Within_Range",NA,"01/14/2024","There are two sample names we suspect were input incorrectly,
  they are listed below and have been checked against metadata.",NA,2023-06-21
"167","COMPASS: Synoptic","CB","SWH","TR","C",20,"SWH_202306_TR_LysC_20cm",2023,6,21,NA,NA,0.010487,0.748713115865978,"bdl",NA,0.280232,20.0069966516024,"Within_Range",NA,0.024817,0.801226534897505,"Within_Range",NA,"01/14/2024","There are two sample names we suspect were input incorrectly,
  they are listed below and have been checked against metadata.",NA,2023-06-21
"168","COMPASS: Synoptic","CB","SWH","TR","C",45,"SWH_202306_TR_LysC_45cm",2023,6,21,NA,NA,0.001623,0.115873117865022,"bdl",NA,1.272811,90.8715828853334,"Within_Range",NA,0.243894,7.87421301939364,"Within_Range",NA,"01/14/2024","There are two sample names we suspect were input incorrectly,
  they are listed below and have been checked against metadata.",NA,2023-06-21
"169","COMPASS: Synoptic","CB","SWH","UP","A",10,"SWH_202306_UPCON_LysA_10cm",2023,6,21,NA,NA,0.004512,0.322131551329007,"bdl",NA,0.025943,1.85218502573768,"Within_Range",NA,0.004212,0.135986064592348,"Within_Range",NA,"01/14/2024","There are two sample names we suspect were input incorrectly,
  they are listed below and have been checked against metadata.",NA,2023-06-21
"170","COMPASS: Synoptic","CB","SWH","UP","A",20,"SWH_202306_UPCON_LysA_20cm",2023,6,21,NA,NA,0.004237,0.30249809019969,"bdl",NA,0.093641,6.6854433949467,"Within_Range",NA,0.004776,0.154195024808417,"Within_Range",NA,"01/14/2024","There are two sample names we suspect were input incorrectly,
  they are listed below and have been checked against metadata.",NA,2023-06-21
"171","COMPASS: Synoptic","CB","SWH","UP","A",45,"SWH_202306_UPCON_LysA_45cm",2023,6,21,NA,NA,0.008497,0.606638251693832,"bdl",NA,0.054579,3.89663518173446,"Within_Range",NA,0.004231,0.136599487010974,"Within_Range",NA,"01/14/2024","There are two sample names we suspect were input incorrectly,
  they are listed below and have been checked against metadata.",NA,2023-06-21
"172","COMPASS: Synoptic","CB","SWH","UP","B",10,"SWH_202306_UPCON_LysB_10cm",2023,6,21,NA,NA,0.025885,1.8480441502995,"Within_Range",NA,0.141121,10.0752497019284,"Within_Range",NA,0.037733,1.21822463800167,"Within_Range",NA,"01/14/2024","There are two sample names we suspect were input incorrectly,
  they are listed below and have been checked against metadata.",NA,2023-06-21
"173","COMPASS: Synoptic","CB","SWH","UP","B",20,"SWH_202306_UPCON_LysB_20cm",2023,6,21,NA,NA,0.011227,0.801544974904867,"bdl",NA,0.062572,4.46729065375856,"Within_Range",NA,0.008122,0.26222194126758,"Within_Range",NA,"01/14/2024","There are two sample names we suspect were input incorrectly,
  they are listed below and have been checked against metadata.",NA,2023-06-21
"174","COMPASS: Synoptic","CB","SWH","UP","B",45,"SWH_202306_UPCON_LysB_45cm",2023,6,21,NA,NA,0.004381,0.312778884391041,"bdl",NA,0.063733,4.55017955692633,"Within_Range",NA,0.003987,0.128721851740192,"Within_Range",NA,"01/14/2024","There are two sample names we suspect were input incorrectly,
  they are listed below and have been checked against metadata.",NA,2023-06-21
"175","COMPASS: Synoptic","CB","SWH","UP","C",10,"SWH_202306_UPCON_LysC_10cm",2023,6,21,NA,NA,0.008987,0.641621509706069,"bdl",NA,0.13342,9.52544139590339,"Within_Range",NA,0.014201,0.45848482983759,"Within_Range",NA,"01/14/2024","There are two sample names we suspect were input incorrectly,
  they are listed below and have been checked against metadata.",NA,2023-06-21
"176","COMPASS: Synoptic","CB","SWH","UP","C",20,"SWH_202306_UPCON_LysC_20cm",2023,6,21,NA,NA,0.005298,0.378247552956799,"bdl",NA,0.050683,3.61848258333512,"Within_Range",NA,0.007057,0.227838000434045,"Within_Range",NA,"01/14/2024","There are two sample names we suspect were input incorrectly,
  they are listed below and have been checked against metadata.",NA,2023-06-21
"177","COMPASS: Synoptic","CB","SWH","UP","C",45,"SWH_202306_UPCON_LysC_45cm",2023,6,21,NA,NA,0.002359,0.168419399287484,"bdl",NA,0.134953,9.63488901739882,"Within_Range",NA,0.004455,0.143831414472675,"Within_Range",NA,"01/14/2024","There are two sample names we suspect were input incorrectly,
  they are listed below and have been checked against metadata.",NA,2023-06-21
"178","COMPASS: Synoptic","CB","SWH","SWAMP","A",10,"SWH_202306_UP_LysA_10cm",2023,6,21,NA,NA,0.004865,0.347333775978639,"bdl",NA,1.421438,101.482718984486,"Within_Range",NA,0.034014,1.09815527090316,"Within_Range",NA,"01/14/2024","There are two sample names we suspect were input incorrectly,
  they are listed below and have been checked against metadata.",NA,2023-06-21
"179","COMPASS: Synoptic","CB","SWH","SWAMP","A",20,"SWH_202306_UP_LysA_20cm",2023,6,21,NA,NA,0.002225,0.158852549137199,"bdl",NA,1.126584,80.4317933560368,"Within_Range",NA,0.029495,0.952257591441427,"Within_Range",NA,"01/14/2024","There are two sample names we suspect were input incorrectly,
  they are listed below and have been checked against metadata.",NA,2023-06-21
"180","COMPASS: Synoptic","CB","SWH","SWAMP","A",45,"SWH_202306_UP_LysA_45cm",2023,6,21,NA,NA,0.001549,0.110589931961133,"bdl",NA,0.75069,53.5950652187881,"Within_Range",NA,0.00951,0.307034063217765,"Within_Range",NA,"01/14/2024","There are two sample names we suspect were input incorrectly,
  they are listed below and have been checked against metadata.",NA,2023-06-21
"181","COMPASS: Synoptic","CB","SWH","SWAMP","B",10,"SWH_202306_UP_LysB_10cm",2023,6,21,NA,NA,0.011156,0.796475972213298,"bdl",NA,0.334895,23.9096289632819,"Within_Range",NA,0.072234,2.33210289405594,"Within_Range",NA,"01/14/2024","There are two sample names we suspect were input incorrectly,
  they are listed below and have been checked against metadata.",NA,2023-06-21
"182","COMPASS: Synoptic","CB","SWH","SWAMP","B",20,"SWH_202306_UP_LysB_20cm",2023,6,21,NA,NA,0.006911,0.493406726780755,"bdl",NA,0.468805,33.4700536171975,"Within_Range",NA,0.068096,2.19850594835719,"Within_Range",NA,"01/14/2024","There are two sample names we suspect were input incorrectly,
  they are listed below and have been checked against metadata.",NA,2023-06-21
"183","COMPASS: Synoptic","CB","SWH","SWAMP","B",45,"SWH_202306_UP_LysB_45cm",2023,6,21,NA,NA,0.003886,0.277438654358271,"bdl",NA,0.809902,57.8224706747485,"Within_Range",NA,0.006633,0.214148994881539,"Within_Range",NA,"01/14/2024","There are two sample names we suspect were input incorrectly,
  they are listed below and have been checked against metadata.",NA,2023-06-21
"184","COMPASS: Synoptic","CB","SWH","SWAMP","C",10,"SWH_202306_UP_LysC_10cm",2023,6,21,NA,NA,0.006473,0.462135977782061,"bdl",NA,0.121012,8.63957962974862,"Within_Range",NA,0.004441,0.143379419006319,"Within_Range",NA,"01/14/2024","There are two sample names we suspect were input incorrectly,
  they are listed below and have been checked against metadata.",NA,2023-06-21
"185","COMPASS: Synoptic","CB","SWH","SWAMP","C",20,"SWH_202306_UP_LysC_20cm",2023,6,21,NA,NA,0.002268,0.161922508513783,"bdl",NA,0.490678,35.0316634182213,"Within_Range",NA,0.003372,0.108866336610968,"Within_Range",NA,"01/14/2024","There are two sample names we suspect were input incorrectly,
  they are listed below and have been checked against metadata.",NA,2023-06-21
"186","COMPASS: Synoptic","CB","SWH","SWAMP","C",45,"SWH_202306_UP_LysC_45cm",2023,6,21,NA,NA,0.002085,0.148857332562274,"bdl",NA,1.05866,75.5823998514996,"Within_Range",NA,0.002987,0.0964364612861686,"bdl",NA,"01/14/2024","There are two sample names we suspect were input incorrectly,
  they are listed below and have been checked against metadata.",NA,2023-06-21
"187","COMPASS: Synoptic","CB","SWH","WC","A",10,"SWH_202306_WC_LysA_10cm",2023,6,21,NA,NA,0.002561,0.182841068917018,"bdl",NA,0.052378,3.73949609829582,"Within_Range",NA,0.021862,0.705823206105865,"Within_Range",NA,"01/14/2024","There are two sample names we suspect were input incorrectly,
  they are listed below and have been checked against metadata.",NA,2023-06-21
"188","COMPASS: Synoptic","CB","SWH","WC","A",45,"SWH_202306_WC_LysA_45cm",2023,6,21,NA,NA,0.006455,0.460850878508143,"bdl",NA,0.023857,1.7032562987713,"Within_Range",NA,0.079225,2.55781005872002,"Within_Range",NA,"01/14/2024","There are two sample names we suspect were input incorrectly,
  they are listed below and have been checked against metadata.",NA,2023-06-21
"189","COMPASS: Synoptic","CB","SWH","WC","B",10,"SWH_202306_WC_LysB_10cm",2023,6,21,NA,NA,0.002264,0.161636930897356,"bdl",NA,0.028718,2.05030449713351,"Within_Range",NA,0.02185,0.705435781420417,"Within_Range",NA,"01/14/2024","There are two sample names we suspect were input incorrectly,
  they are listed below and have been checked against metadata.",NA,2023-06-21
"190","COMPASS: Synoptic","CB","SWH","WC","B",20,"SWH_202306_WC_LysB_20cm",2023,6,21,NA,NA,0.008256,0.58943220030414,"bdl",NA,0.036434,2.60118371922009,"Within_Range",NA,0.045708,1.47570062687251,"Within_Range",NA,"01/14/2024","There are two sample names we suspect were input incorrectly,
  they are listed below and have been checked against metadata.",NA,2023-06-21
"191","COMPASS: Synoptic","CB","SWH","WC","B",45,"SWH_202306_WC_LysB_45cm",2023,6,21,NA,NA,0.003569,0.254806628256477,"bdl",NA,0.015931,1.13738425182234,"bdl",NA,0.055149,1.78050699814895,"Within_Range",NA,"01/14/2024","There are two sample names we suspect were input incorrectly,
  they are listed below and have been checked against metadata.",NA,2023-06-21
"192","COMPASS: Synoptic","CB","SWH","WC","C",10,"SWH_202306_WC_LysC_10cm",2023,6,21,NA,NA,0.001472,0.105092562844924,"bdl",NA,0.035441,2.53028907594223,"Within_Range",NA,0.029512,0.952806443079146,"Within_Range",NA,"01/14/2024","There are two sample names we suspect were input incorrectly,
  they are listed below and have been checked against metadata.",NA,2023-06-21
"193","COMPASS: Synoptic","CB","SWH","WC","C",20,"SWH_202306_WC_LysC_20cm",2023,6,21,NA,NA,0,0,"bdl",NA,0.021688,1.54840183626407,"Within_Range",NA,0.033124,1.06942127339908,"Within_Range",NA,"01/14/2024","There are two sample names we suspect were input incorrectly,
  they are listed below and have been checked against metadata.",NA,2023-06-21
"194","COMPASS: Synoptic","CB","SWH","WC","C",45,"SWH_202306_WC_LysC_45cm",2023,6,21,NA,NA,0,0,"bdl",NA,0.042087,3.00477628563473,"Within_Range",NA,0.18207,5.87820103996408,"Within_Range",NA,"01/14/2024","There are two sample names we suspect were input incorrectly,
  they are listed below and have been checked against metadata.",NA,2023-06-21
"195","COMPASS: Synoptic","CB","GCW","SW","A",0,"GCW_202307_SW_A",2023,7,11,NA,NA,0.012042,0.859731414251751,"bdl",NA,0.042053,3.00234887589511,"Within_Range",NA,0.038547,1.24450494583125,"Within_Range","PO4 dups out of range","01/17/2024","Run Notes: peChks for NOx and NH3 out of range, but all other
  run metrics looked fine, so we are accepting the run.",NA,2023-07-11
"196","COMPASS: Synoptic","CB","GCW","SW","B",0,"GCW_202307_SW_B",2023,7,11,NA,NA,0.011523,0.822677718520422,"bdl",NA,0.057707,4.11995687777992,"Within_Range",NA,0.02729,0.881068305490305,"Within_Range","PO4 dups out of range","01/17/2024","Run Notes: peChks for NOx and NH3 out of range, but all other
  run metrics looked fine, so we are accepting the run.",NA,2023-07-11
"197","COMPASS: Synoptic","CB","GCW","SW","C",0,"GCW_202307_SW_C",2023,7,11,NA,NA,0.012735,0.909207736297629,"bdl",NA,0.089347,6.37887582371294,"Within_Range",NA,0.030167,0.973953373826531,"Within_Range","PO4 dups out of range","01/17/2024","Run Notes: peChks for NOx and NH3 out of range, but all other
  run metrics looked fine, so we are accepting the run.",NA,2023-07-11
"198","COMPASS: Synoptic","CB","GCW","TR","A",20,"GCW_202307_TR_LysA_20cm",2023,7,11,NA,NA,0.010369,0.740288576181399,"bdl",NA,0.572847,40.898070209257,"Within_Range",NA,0.003803,0.122781339896652,"Within_Range","PO4 dups out of range","01/17/2024","Run Notes: peChks for NOx and NH3 out of range, but all other
  run metrics looked fine, so we are accepting the run.",NA,2023-07-11
"199","COMPASS: Synoptic","CB","GCW","TR","A",45,"GCW_202307_TR_LysA_45cm",2023,7,11,NA,NA,0.011487,0.820107519972585,"bdl",NA,0.079775,5.6954885876045,"Within_Range",NA,0.003506,0.113192578931807,"Within_Range","PO4 dups out of range","01/17/2024","Run Notes: peChks for NOx and NH3 out of range, but all other
  run metrics looked fine, so we are accepting the run.",NA,2023-07-11
"200","COMPASS: Synoptic","CB","GCW","TR","B",10,"GCW_202307_TR_LysB_10cm",2023,7,11,NA,NA,0.01096,0.782482669008403,"bdl",NA,0.318711,22.7541819272205,"Within_Range",NA,0.005098,0.164590920534612,"Within_Range","PO4 dups out of range","01/17/2024","Run Notes: peChks for NOx and NH3 out of range, but all other
  run metrics looked fine, so we are accepting the run.",NA,2023-07-11
"201","COMPASS: Synoptic","CB","GCW","TR","B",45,"GCW_202307_TR_LysB_45cm",2023,7,11,NA,NA,0.01231,0.878865114552321,"bdl",NA,0.027184,1.94078548123398,"Within_Range",NA,0.005709,0.184317294102021,"Within_Range","PO4 dups out of range","01/17/2024","Run Notes: peChks for NOx and NH3 out of range, but all other
  run metrics looked fine, so we are accepting the run.",NA,2023-07-11
"202","COMPASS: Synoptic","CB","GCW","TR","C",10,"GCW_202307_TR_LysC_10cm",2023,7,11,NA,NA,0.009452,0.674819907615641,"bdl",NA,0.038242,2.73026480184483,"Within_Range",NA,0.008077,0.260769098697149,"Within_Range","PO4 dups out of range","01/17/2024","Run Notes: peChks for NOx and NH3 out of range, but all other
  run metrics looked fine, so we are accepting the run.",NA,2023-07-11
"203","COMPASS: Synoptic","CB","GCW","TR","C",20,"GCW_202307_TR_LysC_20cm",2023,7,11,NA,NA,0.019981,1.4265315884541,"bdl",NA,0.672469,48.0105235351653,"Within_Range",NA,0.027869,0.899761546563185,"Within_Range","PO4 dups out of range","01/17/2024","Run Notes: peChks for NOx and NH3 out of range, but all other
  run metrics looked fine, so we are accepting the run.",NA,2023-07-11
"204","COMPASS: Synoptic","CB","GCW","TR","C",45,"GCW_202307_TR_LysC_45cm",2023,7,11,NA,NA,0.009585,0.68431536336182,"bdl",NA,0.07032,5.02045449677654,"Within_Range",NA,0.004259,0.137503477943687,"Within_Range","PO4 dups out of range","01/17/2024","Run Notes: peChks for NOx and NH3 out of range, but all other
  run metrics looked fine, so we are accepting the run.",NA,2023-07-11
"205","COMPASS: Synoptic","CB","GCW","UP","A",20,"GCW_202307_UP_LysA_20cm",2023,7,11,NA,NA,0.011771,0.840383530738861,"bdl",NA,0.008922,0.63698087343914,"bdl",NA,0.009263,0.299059571775621,"Within_Range","PO4 dups out of range","01/17/2024","Run Notes: peChks for NOx and NH3 out of range, but all other
  run metrics looked fine, so we are accepting the run.",NA,2023-07-11
"206","COMPASS: Synoptic","CB","GCW","UP","C",20,"GCW_202307_UP_LysC_20cm",2023,7,11,NA,NA,0.012746,0.909993074742802,"bdl",NA,0.018546,1.32408061856112,"bdl",NA,0.018715,0.604221082347052,"Within_Range","PO4 dups out of range","01/17/2024","Run Notes: peChks for NOx and NH3 out of range, but all other
  run metrics looked fine, so we are accepting the run.",NA,2023-07-11
"207","COMPASS: Synoptic","CB","GCW","WC","A",10,"GCW_202307_WC_LysA_10cm",2023,7,11,NA,NA,0.022113,1.57874445800938,"bdl",NA,0.268478,19.1678268257334,"Within_Range",NA,0.072219,2.33161861319913,"Within_Range","PO4 dups out of range","01/17/2024","Run Notes: peChks for NOx and NH3 out of range, but all other
  run metrics looked fine, so we are accepting the run.",NA,2023-07-11
"208","COMPASS: Synoptic","CB","GCW","WC","A",20,"GCW_202307_WC_LysA_20cm",2023,7,11,NA,NA,0.014332,1.02322459965588,"bdl",NA,0.370152,26.4267814688685,"Within_Range",NA,0.088283,2.85025112545257,"Within_Range","PO4 dups out of range","01/17/2024","Run Notes: peChks for NOx and NH3 out of range, but all other
  run metrics looked fine, so we are accepting the run.",NA,2023-07-11
"209","COMPASS: Synoptic","CB","GCW","WC","A",45,"GCW_202307_WC_LysA_45cm",2023,7,11,NA,NA,0.028624,2.04359342314749,"Within_Range",NA,1.826115,130.374392255135,"Within_Range",NA,0.388487,12.5424544813123,"adl","PO4 dups out of range","01/17/2024","Run Notes: peChks for NOx and NH3 out of range, but all other
  run metrics looked fine, so we are accepting the run.",NA,2023-07-11
"210","COMPASS: Synoptic","CB","GCW","WC","B",10,"GCW_202307_WC_LysB_10cm",2023,7,11,NA,NA,0.017493,1.24890231103686,"bdl",NA,0.34406,24.5639586769189,"Within_Range",NA,0.089263,2.88189080809751,"Within_Range","PO4 dups out of range","01/17/2024","Run Notes: peChks for NOx and NH3 out of range, but all other
  run metrics looked fine, so we are accepting the run.",NA,2023-07-11
"211","COMPASS: Synoptic","CB","GCW","WC","B",20,"GCW_202307_WC_LysB_20cm",2023,7,11,NA,NA,0.018999,1.35642228362141,"bdl",NA,0.436442,31.1595165170954,"Within_Range",NA,0.155947,5.03480978513362,"Within_Range","PO4 dups out of range","01/17/2024","Run Notes: peChks for NOx and NH3 out of range, but all other
  run metrics looked fine, so we are accepting the run.",NA,2023-07-11
"212","COMPASS: Synoptic","CB","GCW","WC","B",45,"GCW_202307_WC_LysB_45cm",2023,7,11,NA,NA,0.017935,1.28045863765198,"bdl",NA,1.600518,114.268028871897,"Within_Range",NA,0.363451,11.7341574459053,"adl","PO4 dups out of range","01/17/2024","Run Notes: peChks for NOx and NH3 out of range, but all other
  run metrics looked fine, so we are accepting the run.",NA,2023-07-11
"213","COMPASS: Synoptic","CB","GCW","WC","C",10,"GCW_202307_WC_LysC_10cm",2023,7,11,NA,NA,0.015684,1.11974983400801,"bdl",NA,0.149424,10.6680374392255,"Within_Range",NA,0.036965,1.19342945813298,"Within_Range","PO4 dups out of range","01/17/2024","Run Notes: peChks for NOx and NH3 out of range, but all other
  run metrics looked fine, so we are accepting the run.",NA,2023-07-11
"214","COMPASS: Synoptic","CB","GCW","WC","C",20,"GCW_202307_WC_LysC_20cm",2023,7,11,NA,NA,0.015815,1.12910250094598,"bdl",NA,0.106326,7.591081411039,"Within_Range",NA,0.031749,1.0250288615248,"Within_Range","PO4 dups out of range","01/17/2024","Run Notes: peChks for NOx and NH3 out of range, but all other
  run metrics looked fine, so we are accepting the run.",NA,2023-07-11
"215","COMPASS: Synoptic","CB","GCW","WC","C",45,"GCW_202307_WC_LysC_45cm",2023,7,11,NA,NA,0.015521,1.10811254613863,"bdl",NA,0.42851,30.5932161037218,"Within_Range",NA,0.205983,6.65024158189115,"Within_Range","PO4 dups out of range","01/17/2024","Run Notes: peChks for NOx and NH3 out of range, but all other
  run metrics looked fine, so we are accepting the run.",NA,2023-07-11
"216","COMPASS: Synoptic","CB","GWI","SW","A",0,"GWI_202307_SW_A",2023,7,20,NA,NA,0.003226,0.230318347647911,"bdl",NA,0.364921,26.0533173409868,"Within_Range",NA,0.0131,0.42293861494771,"Within_Range","PO4 dups out of range","01/17/2024","Run Notes: peChks for NOx and NH3 out of range, but all other
  run metrics looked fine, so we are accepting the run.",NA,2023-07-20
"217","COMPASS: Synoptic","CB","GWI","SW","B",0,"GWI_202307_SW_B",2023,7,20,NA,NA,0.020136,1.43759772109062,"bdl",NA,0.185074,13.213247945626,"Within_Range",NA,0.007533,0.24320584629016,"Within_Range","PO4 dups out of range","01/17/2024","Run Notes: peChks for NOx and NH3 out of range, but all other
  run metrics looked fine, so we are accepting the run.",NA,2023-07-20
"218","COMPASS: Synoptic","CB","GWI","SW","C",0,"GWI_202307_SW_C",2023,7,20,NA,NA,0.005893,0.42072722340023,"bdl",NA,0.389662,27.8196862929884,"Within_Range",NA,0.0145,0.468138161583343,"Within_Range","PO4 dups out of range","01/17/2024","Run Notes: peChks for NOx and NH3 out of range, but all other
  run metrics looked fine, so we are accepting the run.",NA,2023-07-20
"219","COMPASS: Synoptic","CB","GWI","TR","A",10,"GWI_202307_TR_LysA_10cm",2023,7,20,NA,NA,0.055827,3.9857353980595,"Within_Range",NA,0.605935,43.2603682523364,"Within_Range",NA,0.004517,0.145833108680825,"Within_Range","PO4 dups out of range","01/17/2024","Run Notes: peChks for NOx and NH3 out of range, but all other
  run metrics looked fine, so we are accepting the run.",NA,2023-07-20
