"","Project","Region","Sample_ID","Year","Month","Day","Time","Time_Zone","Site","Zone","Replicate","Depth_cm","SO4_ppm","SO4_Conc_mM","SO4_Conc_flag","SO4_QAQC_flag","Cl_ppm","Cl_Conc_mM","Cl_Conc_flag","Cl_QAQC_flag","salinity","Analysis_rundate","Run_notes","Field_notes"
"506","COMPASS: Synoptic","CB","MSM_202305_TR_LYSA_10CM",2023,5,19,NA,NA,"MSM","TR","A",10,320.6476,10.0015,NA,NA,3182.8262,89.7835,NA,NA,5.7514,NA,NA,""
"507","COMPASS: Synoptic","CB","MSM_202305_TR_LYSA_20CM",2023,5,19,NA,NA,"MSM","TR","A",20,414.6564,12.9338,NA,NA,3514.0923,99.1281,NA,NA,6.35,NA,NA,""
"508","COMPASS: Synoptic","CB","MSM_202305_TR_LYSA_45CM",2023,5,19,NA,NA,"MSM","TR","A",45,467.758,14.5901,NA,NA,3995.0796,112.6962,NA,NA,7.2191,NA,NA,""
"509","COMPASS: Synoptic","CB","MSM_202305_TR_LYSB_10CM",2023,5,19,NA,NA,"MSM","TR","B",10,357.8262,11.1611,NA,NA,3543.0829,99.9459,NA,NA,6.4024,NA,NA,""
"510","COMPASS: Synoptic","CB","MSM_202305_TR_LYSB_20CM",2023,5,19,NA,NA,"MSM","TR","B",20,321.4038,10.0251,NA,NA,3502.7151,98.8072,NA,NA,6.3294,NA,NA,""
"511","COMPASS: Synoptic","CB","MSM_202305_TR_LYSB_45CM",2023,5,19,NA,NA,"MSM","TR","B",45,330.9267,10.3221,NA,NA,3833.5677,108.1401,NA,NA,6.9273,NA,NA,""
"512","COMPASS: Synoptic","CB","GCW_202305_UP_LYSC_10CM",2023,5,18,NA,NA,"GCW","UP","C",10,5.2401,0.1634,NA,NA,59.9804,1.692,NA,NA,0.1084,NA,NA,""
"513","COMPASS: Synoptic","CB","MSM_202305_TR_LYSC_10CM",2023,5,19,NA,NA,"MSM","TR","C",10,409.6475,12.7775,NA,NA,3908.6209,110.2573,NA,NA,7.0629,NA,NA,""
"514","COMPASS: Synoptic","CB","MSM_202305_TR_LYSC_20CM",2023,5,19,NA,NA,"MSM","TR","C",20,303.1789,9.4566,NA,NA,3523.8549,99.4035,NA,NA,6.3676,NA,NA,""
"515","COMPASS: Synoptic","CB","MSM_202305_TR_LYSC_45CM",2023,5,19,NA,NA,"MSM","TR","C",45,455.0067,14.1923,NA,NA,4155.3897,117.2183,NA,NA,7.5088,NA,NA,""
"516","COMPASS: Synoptic","CB","MSM_202305_WC_LYSA_10CM",2023,5,19,NA,NA,"MSM","WC","A",10,890.6559,27.7809,NA,NA,8285.3907,233.7205,NA,NA,14.9717,NA,NA,""
"517","COMPASS: Synoptic","CB","MSM_202305_WC_LYSA_20CM",2023,5,19,NA,NA,"MSM","WC","A",20,840.9832,26.2315,NA,NA,7975.3382,224.9743,NA,NA,14.4115,NA,NA,""
"518","COMPASS: Synoptic","CB","MSM_202305_WC_LYSA_45CM",2023,5,19,NA,NA,"MSM","WC","A",45,183.2384,5.7155,NA,NA,8095.8611,228.3741,NA,NA,14.6292,NA,NA,""
"519","COMPASS: Synoptic","CB","MSM_202305_WC_LYSB_10CM",2023,5,19,NA,NA,"MSM","WC","B",10,824.8939,25.7297,NA,NA,8138.7847,229.5849,NA,NA,14.7068,NA,NA,""
"520","COMPASS: Synoptic","CB","MSM_202305_WC_LYSB_20CM",2023,5,19,NA,NA,"MSM","WC","B",20,770.5327,24.0341,NA,NA,7983.9669,225.2177,NA,NA,14.4271,NA,NA,""
"521","COMPASS: Synoptic","CB","MSM_202305_WC_LYSB_45CM",2023,5,19,NA,NA,"MSM","WC","B",45,218.065,6.8018,NA,NA,8027.2946,226.4399,NA,NA,14.5053,NA,NA,""
"522","COMPASS: Synoptic","CB","MSM_202305_WC_LYSC_10CM",2023,5,19,NA,NA,"MSM","WC","C",10,787.0017,24.5478,NA,NA,7688.1072,216.8719,NA,NA,13.8924,NA,NA,""
"523","COMPASS: Synoptic","CB","GCW_202305_UP_LYSC_20CM",2023,5,18,NA,NA,"GCW","UP","C",20,4.8894,0.1525,NA,NA,72.3197,2.04,NA,NA,0.1307,NA,NA,""
"524","COMPASS: Synoptic","CB","MSM_202305_WC_LYSC_20CM",2023,5,19,NA,NA,"MSM","WC","C",20,671.1855,20.9353,NA,NA,7304.4209,206.0485,NA,NA,13.1991,NA,NA,""
"525","COMPASS: Synoptic","CB","MSM_202305_WC_LYSC_45CM",2023,5,19,NA,NA,"MSM","WC","C",45,154.8114,4.8288,NA,NA,8488.3719,239.4463,NA,NA,15.3385,NA,NA,""
"526","COMPASS: Synoptic","CB","MSM_202305_SW_A",2023,5,19,NA,NA,"MSM","SW","A",0,881.0879,27.4825,NA,NA,7547.0727,212.8934,NA,NA,13.6376,NA,NA,""
"527","COMPASS: Synoptic","CB","MSM_202305_SW_B",2023,5,19,NA,NA,"MSM","SW","B",0,537.847,16.7763,NA,NA,7748.4202,218.5732,NA,NA,14.0014,NA,NA,""
"528","COMPASS: Synoptic","CB","MSM_202305_SW_C",2023,5,19,NA,NA,"MSM","SW","C",0,877.2949,27.3642,NA,NA,7503.5753,211.6664,NA,NA,13.559,NA,NA,""
"529","COMPASS: Synoptic","CB","GCW_202305_TR_LYSB_20CM",2023,5,18,NA,NA,"GCW","TR","B",20,16.0359,0.5002,NA,NA,69.723,1.9668,NA,NA,0.126,NA,NA,""
"530","COMPASS: Synoptic","CB","GCW_202305_TR_LYSA_20CM",2023,5,18,NA,NA,"GCW","TR","A",20,8.7934,0.2743,NA,NA,75.794,2.1381,NA,NA,0.137,NA,NA,""
"531","COMPASS: Synoptic","CB","GWI_202305_UP_LYSA_10CM",2023,5,23,NA,NA,"GWI","UP","A",10,299.4947,9.3417,NA,NA,3874.3292,109.29,NA,NA,7.0009,NA,NA,""
"532","COMPASS: Synoptic","CB","GCW_202305_TR_LYSA_45CM",2023,5,18,NA,NA,"GCW","TR","A",45,29.6341,0.9243,NA,NA,72.5202,2.0457,NA,NA,0.1311,NA,NA,""
"533","COMPASS: Synoptic","CB","GWI_202305_UP_LYSA_20CM",2023,5,23,NA,NA,"GWI","UP","A",20,478.9198,14.9382,NA,NA,4206.0575,118.6476,NA,NA,7.6004,NA,NA,""
"534","COMPASS: Synoptic","CB","GWI_202305_UP_LYSA_45CM",2023,5,23,NA,NA,"GWI","UP","A",45,553.0724,17.2512,NA,NA,5081.6982,143.3483,NA,NA,9.1827,NA,NA,""
"535","COMPASS: Synoptic","CB","GWI_202305_UP_LYSB_10CM",2023,5,23,NA,NA,"GWI","UP","B",10,143.6723,4.4814,NA,NA,2197.1974,61.9802,NA,NA,3.9704,NA,NA,""
"536","COMPASS: Synoptic","CB","GWI_202305_UP_LYSB_20CM",2023,5,23,NA,NA,"GWI","UP","B",20,456.2129,14.23,NA,NA,4113.7262,116.0431,NA,NA,7.4335,NA,NA,""
"537","COMPASS: Synoptic","CB","GWI_202305_UP_LYSB_45CM",2023,5,23,NA,NA,"GWI","UP","B",45,306.4451,9.5585,NA,NA,2802.657,79.0594,NA,NA,5.0644,NA,NA,""
"538","COMPASS: Synoptic","CB","GWI_202305_UP_LYSC_10CM",2023,5,23,NA,NA,"GWI","UP","C",10,622.2964,19.4104,NA,NA,4946.0694,139.5224,NA,NA,8.9376,NA,NA,""
"539","COMPASS: Synoptic","CB","GWI_202305_UP_LYSC_20CM",2023,5,23,NA,NA,"GWI","UP","C",20,489.2406,15.2602,NA,NA,4328.8099,122.1103,NA,NA,7.8222,NA,NA,""
"540","COMPASS: Synoptic","CB","GWI_202305_TR_LYSA_10CM",2023,5,23,NA,NA,"GWI","TR","A",10,558.0922,17.4077,NA,NA,5236.4654,147.7141,NA,NA,9.4623,NA,NA,""
"541","COMPASS: Synoptic","CB","GWI_202305_TR_LYSA_20CM",2023,5,23,NA,NA,"GWI","TR","A",20,727.3093,22.6859,NA,NA,7308.4185,206.1613,NA,NA,13.2063,NA,NA,""
"542","COMPASS: Synoptic","CB","GWI_202305_TR_LYSA_45CM",2023,5,23,NA,NA,"GWI","TR","A",45,728.7382,22.7304,NA,NA,8679.8805,244.8485,NA,NA,15.6846,NA,NA,""
"543","COMPASS: Synoptic","CB","GCW_202305_TR_LYSB_10CM",2023,5,18,NA,NA,"GCW","TR","B",10,8.8541,0.2762,NA,NA,68.1106,1.9213,NA,NA,0.1231,NA,NA,""
"544","COMPASS: Synoptic","CB","GWI_202305_TR_LYSB_10CM",2023,5,23,NA,NA,"GWI","TR","B",10,548.253,17.1008,NA,NA,4864.9042,137.2328,NA,NA,8.7909,NA,NA,""
"545","COMPASS: Synoptic","CB","GWI_202305_TR_LYSB_20CM",2023,5,23,NA,NA,"GWI","TR","B",20,415.8575,12.9712,NA,NA,6114.6623,172.4869,NA,NA,11.0492,NA,NA,""
"546","COMPASS: Synoptic","CB","GWI_202305_TR_LYSB_45CM",2023,5,23,NA,NA,"GWI","TR","B",45,900.0022,28.0724,NA,NA,7978.3985,225.0606,NA,NA,14.417,NA,NA,""
"547","COMPASS: Synoptic","CB","GWI_202305_TR_LYSC_10CM",2023,5,23,NA,NA,"GWI","TR","C",10,465.3743,14.5157,NA,NA,4304.3281,121.4197,NA,NA,7.7779,NA,NA,""
"548","COMPASS: Synoptic","CB","GWI_202305_TR_LYSC_20CM",2023,5,23,NA,NA,"GWI","TR","C",20,561.1956,17.5045,NA,NA,5691.145,160.5401,NA,NA,10.2839,NA,NA,""
"549","COMPASS: Synoptic","CB","GWI_202305_TR_LYSC_45CM",2023,5,23,NA,NA,"GWI","TR","C",45,12.6031,0.3931,NA,NA,136.1891,3.8417,NA,NA,0.2461,NA,NA,""
"550","COMPASS: Synoptic","CB","GWI_202305_WC_LYSA_10CM",2023,5,23,NA,NA,"GWI","WC","A",10,29.8553,0.9312,NA,NA,0,0,NA,NA,0,NA,NA,""
"551","COMPASS: Synoptic","CB","GWI_202305_WC_LYSA_20CM",2023,5,23,NA,NA,"GWI","WC","A",20,23.41,0.7302,NA,NA,0,0,NA,NA,0,NA,NA,""
"552","COMPASS: Synoptic","CB","GWI_202305_WC_LYSA_45CM",2023,5,23,NA,NA,"GWI","WC","A",45,18.5313,0.578,NA,NA,0,0,NA,NA,0,NA,NA,""
"553","COMPASS: Synoptic","CB","GWI_202305_WC_LYSB_10CM",2023,5,23,NA,NA,"GWI","WC","B",10,19.8885,0.6204,NA,NA,278.1977,7.8476,NA,NA,0.5027,NA,NA,""
"554","COMPASS: Synoptic","CB","GCW_202306_UP_LYSA_20CM",2023,6,28,NA,NA,"GCW","UP","A",20,5.2274,0.1631,NA,NA,7.1807,0.2026,NA,NA,0.013,NA,NA,""
"555","COMPASS: Synoptic","CB","GCW_202306_TR_LYSB_20CM",2023,6,28,NA,NA,"GCW","TR","B",20,4.9649,0.1549,NA,NA,6.2568,0.1765,NA,NA,0.0113,NA,NA,""
"556","COMPASS: Synoptic","CB","GWI_202306_WC_LYSA_10CM",2023,6,22,NA,NA,"GWI","WC","A",10,1136.178,35.4391,NA,NA,11561.988,326.1492,NA,NA,20.8925,NA,NA,""
"557","COMPASS: Synoptic","CB","GWI_202306_WC_LYSA_20CM",2023,6,22,NA,NA,"GWI","WC","A",20,1325.5768,41.3467,NA,NA,10940.2142,308.6097,NA,NA,19.769,NA,NA,""
"558","COMPASS: Synoptic","CB","GWI_202306_WC_LYSA_45CM",2023,6,22,NA,NA,"GWI","WC","A",45,1374.3504,42.8681,NA,NA,11492.149,324.1791,NA,NA,20.7663,NA,NA,""
"559","COMPASS: Synoptic","CB","GWI_202306_WC_LYSB_10CM",2023,6,22,NA,NA,"GWI","WC","B",10,1309.7705,40.8537,NA,NA,12131.0664,342.2022,NA,NA,21.9209,NA,NA,""
"560","COMPASS: Synoptic","CB","GWI_202306_WC_LYSB_20CM",2023,6,22,NA,NA,"GWI","WC","B",20,1272.8472,39.702,NA,NA,11054.966,311.8467,NA,NA,19.9763,NA,NA,""
"561","COMPASS: Synoptic","CB","GWI_202306_WC_LYSB_45CM",2023,6,22,NA,NA,"GWI","WC","B",45,1666.5338,51.9817,NA,NA,13351.2461,376.6219,NA,NA,24.1257,NA,NA,""
"562","COMPASS: Synoptic","CB","GWI_202306_WC_LYSC_10CM",2023,6,22,NA,NA,"GWI","WC","C",10,1199.1082,37.402,NA,NA,11468.4257,323.5099,NA,NA,20.7235,NA,NA,""
"563","COMPASS: Synoptic","CB","GWI_202306_WC_LYSC_20CM",2023,6,22,NA,NA,"GWI","WC","C",20,1599.5532,49.8925,NA,NA,12648.3147,356.7931,NA,NA,22.8555,NA,NA,""
"564","COMPASS: Synoptic","CB","GWI_202306_SW_A",2023,6,22,NA,NA,"GWI","SW","A",0,1790.3015,55.8422,NA,NA,13061.0534,368.4359,NA,NA,23.6013,NA,NA,""
"565","COMPASS: Synoptic","CB","GWI_202306_SW_B",2023,6,22,NA,NA,"GWI","SW","B",0,1768.6562,55.1671,NA,NA,12947.2548,365.2258,NA,NA,23.3957,NA,NA,""
"566","COMPASS: Synoptic","CB","GCW_202306_TR_LYSB_45CM",2023,6,28,NA,NA,"GCW","TR","B",45,5.5728,0.1738,NA,NA,4.2406,0.1196,NA,NA,0.0077,NA,NA,""
"567","COMPASS: Synoptic","CB","GWI_202306_SW_C",2023,6,22,NA,NA,"GWI","SW","C",0,1788.3432,55.7811,NA,NA,13100.2913,369.5428,NA,NA,23.6723,NA,NA,""
"568","COMPASS: Synoptic","CB","GCW_202306_TR_LYSC_10CM",2023,6,28,NA,NA,"GCW","TR","C",10,18.1892,0.5673,NA,NA,53.0561,1.4966,NA,NA,0.0959,NA,NA,""
"569","COMPASS: Synoptic","CB","GCW_202306_TR_LYSC_20CM",2023,6,28,NA,NA,"GCW","TR","C",20,7.5668,0.236,NA,NA,59.5652,1.6803,NA,NA,0.1077,NA,NA,""
"570","COMPASS: Synoptic","CB","GCW_202306_TR_LYSC_45CM",2023,6,28,NA,NA,"GCW","TR","C",45,18.4423,0.5752,NA,NA,54.1842,1.5285,NA,NA,0.0979,NA,NA,""
"571","COMPASS: Synoptic","CB","GCW_202306_WC_LYSA_10CM",2023,6,27,NA,NA,"GCW","WC","A",10,466.9293,14.5642,NA,NA,5160.7804,145.5791,NA,NA,9.3256,NA,NA,""
"572","COMPASS: Synoptic","CB","GCW_202306_WC_LYSA_20CM",2023,6,27,NA,NA,"GCW","WC","A",20,409.7137,12.7796,NA,NA,4716.309,133.0412,NA,NA,8.5224,NA,NA,""
"573","COMPASS: Synoptic","CB","GCW_202306_WC_LYSA_45CM",2023,6,27,NA,NA,"GCW","WC","A",45,277.9708,8.6703,NA,NA,5284.0229,149.0557,NA,NA,9.5483,NA,NA,""
"574","COMPASS: Synoptic","CB","GCW_202306_WC_LYSB_10CM",2023,6,27,NA,NA,"GCW","WC","B",10,430.4655,13.4269,NA,NA,4894.8392,138.0773,NA,NA,8.845,NA,NA,""
"575","COMPASS: Synoptic","CB","GCW_202306_WC_LYSB_20CM",2023,6,27,NA,NA,"GCW","WC","B",20,403.0272,12.571,NA,NA,4632.348,130.6727,NA,NA,8.3707,NA,NA,""
"576","COMPASS: Synoptic","CB","GCW_202306_UP_LYSA_45CM",2023,6,28,NA,NA,"GCW","UP","A",45,6.8195,0.2127,NA,NA,1.2722,0.0359,NA,NA,0.0023,NA,NA,""
"577","COMPASS: Synoptic","CB","GCW_202306_WC_LYSB_45CM",2023,6,27,NA,NA,"GCW","WC","B",45,327.7402,10.2227,NA,NA,4800.2882,135.4101,NA,NA,8.6741,NA,NA,""
"578","COMPASS: Synoptic","CB","GCW_202306_WC_LYSC_10CM",2023,6,27,NA,NA,"GCW","WC","C",10,561.8125,17.5238,NA,NA,5977.4844,168.6173,NA,NA,10.8013,NA,NA,""
"579","COMPASS: Synoptic","CB","GCW_202306_WC_LYSC_20CM",2023,6,27,NA,NA,"GCW","WC","C",20,566.0143,17.6548,NA,NA,5208.6139,146.9285,NA,NA,9.412,NA,NA,""
"580","COMPASS: Synoptic","CB","GCW_202306_WC_LYSC_45CM",2023,6,27,NA,NA,"GCW","WC","C",45,531.0496,16.5642,NA,NA,5063.1697,142.8257,NA,NA,9.1492,NA,NA,""
"581","COMPASS: Synoptic","CB","GCW_202306_SW_A",2023,6,27,NA,NA,"GCW","SW","A",0,685.8568,21.3929,NA,NA,5248.4561,148.0524,NA,NA,9.484,NA,NA,""
"582","COMPASS: Synoptic","CB","GCW_202306_SW_B",2023,6,27,NA,NA,"GCW","SW","B",0,676.4929,21.1008,NA,NA,5180.0941,146.124,NA,NA,9.3605,NA,NA,""
"583","COMPASS: Synoptic","CB","GCW_202306_SW_C",2023,6,27,NA,NA,"GCW","SW","C",0,683.3037,21.3133,NA,NA,5232.599,147.605,NA,NA,9.4553,NA,NA,""
"584","COMPASS: Synoptic","CB","MSM_202306_UP_LYSA_20CM",2023,6,29,NA,NA,"MSM","UP","A",20,159.9095,4.9878,NA,NA,1614.3067,45.5376,NA,NA,2.9171,NA,NA,""
"585","COMPASS: Synoptic","CB","MSM_202306_UP_LYSA_45CM",2023,6,29,NA,NA,"MSM","UP","A",45,148.3657,4.6278,NA,NA,2385.3388,67.2874,NA,NA,4.3103,NA,NA,""
"586","COMPASS: Synoptic","CB","MSM_202306_UP_LYSB_10CM",2023,6,29,NA,NA,"MSM","UP","B",10,62.4994,1.9495,NA,NA,500.5485,14.1198,NA,NA,0.9045,NA,NA,""
"587","COMPASS: Synoptic","CB","GCW_202306_UP_LYSB_10CM",2023,6,28,NA,NA,"GCW","UP","B",10,8.4999,0.2651,NA,NA,2.9259,0.0825,NA,NA,0.0053,NA,NA,""
"588","COMPASS: Synoptic","CB","MSM_202306_UP_LYSB_45CM",2023,6,29,NA,NA,"MSM","UP","B",45,177.5412,5.5378,NA,NA,1472.7281,41.5438,NA,NA,2.6612,NA,NA,""
"589","COMPASS: Synoptic","CB","MSM_202306_UP_LYSC_10CM",2023,6,29,NA,NA,"MSM","UP","C",10,88.7488,2.7682,NA,NA,840.0194,23.6959,NA,NA,1.5179,NA,NA,""
"590","COMPASS: Synoptic","CB","MSM_202306_UP_LYSC_20CM",2023,6,29,NA,NA,"MSM","UP","C",20,118.6368,3.7005,NA,NA,1293.7494,36.495,NA,NA,2.3378,NA,NA,""
"591","COMPASS: Synoptic","CB","MSM_202306_UP_LYSC_45CM",2023,6,29,NA,NA,"MSM","UP","C",45,275.5391,8.5945,NA,NA,2117.1383,59.7218,NA,NA,3.8257,NA,NA,""
"592","COMPASS: Synoptic","CB","MSM_202306_TR_LYSA_10CM",2023,6,29,NA,NA,"MSM","TR","A",10,796.1063,24.8318,NA,NA,6958.4493,196.2891,NA,NA,12.5739,NA,NA,""
"593","COMPASS: Synoptic","CB","MSM_202306_TR_LYSA_20CM",2023,6,29,NA,NA,"MSM","TR","A",20,489.5831,15.2708,NA,NA,3763.3205,106.1585,NA,NA,6.8003,NA,NA,""
"594","COMPASS: Synoptic","CB","MSM_202306_TR_LYSA_45CM",2023,6,29,NA,NA,"MSM","TR","A",45,533.6611,16.6457,NA,NA,3970.3536,111.9987,NA,NA,7.1745,NA,NA,""
"595","COMPASS: Synoptic","CB","MSM_202306_TR_LYSB_10CM",2023,6,29,NA,NA,"MSM","TR","B",10,895.6398,27.9364,NA,NA,7768.2429,219.1324,NA,NA,14.0372,NA,NA,""
"596","COMPASS: Synoptic","CB","MSM_202306_TR_LYSB_20CM",2023,6,29,NA,NA,"MSM","TR","B",20,474.3845,14.7968,NA,NA,5288.9036,149.1933,NA,NA,9.5571,NA,NA,""
"597","COMPASS: Synoptic","CB","MSM_202306_TR_LYSB_45CM",2023,6,29,NA,NA,"MSM","TR","B",45,528.7906,16.4938,NA,NA,4311.8321,121.6314,NA,NA,7.7915,NA,NA,""
"598","COMPASS: Synoptic","CB","GCW_202306_UP_LYSC_10CM",2023,6,28,NA,NA,"GCW","UP","C",10,5.1459,0.1605,NA,NA,7.4212,0.2093,NA,NA,0.0134,NA,NA,""
"599","COMPASS: Synoptic","CB","MSM_202306_TR_LYSC_10CM",2023,6,29,NA,NA,"MSM","TR","C",10,816.4901,25.4676,NA,NA,7210.9679,203.4124,NA,NA,13.0302,NA,NA,""
"600","COMPASS: Synoptic","CB","MSM_202306_TR_LYSC_20CM",2023,6,29,NA,NA,"MSM","TR","C",20,362.4253,11.3046,NA,NA,4350.2834,122.716,NA,NA,7.861,NA,NA,""
"601","COMPASS: Synoptic","CB","MSM_202306_TR_LYSC_45CM",2023,6,29,NA,NA,"MSM","TR","C",45,350.9006,10.9451,NA,NA,3984.148,112.3878,NA,NA,7.1994,NA,NA,""
"602","COMPASS: Synoptic","CB","MSM_202306_WC_LYSA_10CM",2023,6,29,NA,NA,"MSM","WC","A",10,1112.1188,34.6887,NA,NA,8965.4426,252.9039,NA,NA,16.2006,NA,NA,""
"603","COMPASS: Synoptic","CB","MSM_202306_WC_LYSA_20CM",2023,6,29,NA,NA,"MSM","WC","A",20,1019.6351,31.804,NA,NA,8556.4852,241.3677,NA,NA,15.4616,NA,NA,""
"604","COMPASS: Synoptic","CB","MSM_202306_WC_LYSA_45CM",2023,6,29,NA,NA,"MSM","WC","A",45,50.9608,1.5895,NA,NA,7953.0474,224.3455,NA,NA,14.3712,NA,NA,""
"605","COMPASS: Synoptic","CB","MSM_202306_WC_LYSB_10CM",2023,6,29,NA,NA,"MSM","WC","B",10,709.2035,22.1211,NA,NA,8809.7013,248.5106,NA,NA,15.9192,NA,NA,""
"606","COMPASS: Synoptic","CB","MSM_202306_WC_LYSB_20CM",2023,6,29,NA,NA,"MSM","WC","B",20,768.0227,23.9558,NA,NA,8289.447,233.8349,NA,NA,14.9791,NA,NA,""
"607","COMPASS: Synoptic","CB","MSM_202306_WC_LYSB_45CM",2023,6,29,NA,NA,"MSM","WC","B",45,161.2438,5.0294,NA,NA,8472.3278,238.9937,NA,NA,15.3095,NA,NA,""
"608","COMPASS: Synoptic","CB","MSM_202306_WC_LYSC_10CM",2023,6,29,NA,NA,"MSM","WC","C",10,879.7446,27.4406,NA,NA,8932.8329,251.984,NA,NA,16.1417,NA,NA,""
"609","COMPASS: Synoptic","CB","GCW_202306_UP_LYSC_20CM",2023,6,28,NA,NA,"GCW","UP","C",20,5.0887,0.1587,NA,NA,3.5742,0.1008,NA,NA,0.0065,NA,NA,""
"610","COMPASS: Synoptic","CB","MSM_202306_WC_LYSC_20CM",2023,6,29,NA,NA,"MSM","WC","C",20,697.9243,21.7693,NA,NA,7679.9906,216.6429,NA,NA,13.8778,NA,NA,""
"611","COMPASS: Synoptic","CB","MSM_202306_WC_LYSC_45CM",2023,6,29,NA,NA,"MSM","WC","C",45,50.9291,1.5886,NA,NA,7485.9971,211.1706,NA,NA,13.5272,NA,NA,""
"612","COMPASS: Synoptic","CB","MSM_202306_SW_A",2023,6,29,NA,NA,"MSM","SW","A",0,1157.6209,36.108,NA,NA,8547.8103,241.123,NA,NA,15.4459,NA,NA,""
"613","COMPASS: Synoptic","CB","MSM_202306_SW_B",2023,6,29,NA,NA,"MSM","SW","B",0,1181.9727,36.8675,NA,NA,8767.3943,247.3172,NA,NA,15.8427,NA,NA,""
"614","COMPASS: Synoptic","CB","MSM_202306_SW_C",2023,6,29,NA,NA,"MSM","SW","C",0,1194.6644,37.2634,NA,NA,8890.4806,250.7893,NA,NA,16.0651,NA,NA,""
"615","COMPASS: Synoptic","CB","SWH_202306_UP_LYSA_10CM",2023,6,21,NA,NA,"SWH","UP","A",10,15.6727,0.4889,NA,NA,3.6902,0.1041,NA,NA,0.0067,NA,NA,""
"616","COMPASS: Synoptic","CB","SWH_202306_UP_LYSA_20CM",2023,6,21,NA,NA,"SWH","UP","A",20,13.9944,0.4365,NA,NA,3.6702,0.1035,NA,NA,0.0067,NA,NA,""
"617","COMPASS: Synoptic","CB","SWH_202306_UP_LYSA_45CM",2023,6,21,NA,NA,"SWH","UP","A",45,13.2094,0.412,NA,NA,4.3761,0.1234,NA,NA,0.0079,NA,NA,""
"618","COMPASS: Synoptic","CB","SWH_202306_UP_LYSB_10CM",2023,6,21,NA,NA,"SWH","UP","B",10,6.9768,0.2176,NA,NA,4.5387,0.128,NA,NA,0.0082,NA,NA,""
"619","COMPASS: Synoptic","CB","SWH_202306_UP_LYSB_20CM",2023,6,21,NA,NA,"SWH","UP","B",20,8.2041,0.2559,NA,NA,5.5306,0.156,NA,NA,0.01,NA,NA,""
"620","COMPASS: Synoptic","CB","GCW_202306_TR_LYSA_10CM",2023,6,28,NA,NA,"GCW","TR","A",10,9.9516,0.3104,NA,NA,3.8924,0.1098,NA,NA,0.0071,NA,NA,""
"621","COMPASS: Synoptic","CB","SWH_202306_UP_LYSB_45CM",2023,6,21,NA,NA,"SWH","UP","B",45,7.8557,0.245,NA,NA,6.9483,0.196,NA,NA,0.0126,NA,NA,""
"622","COMPASS: Synoptic","CB","SWH_202306_UP_LYSC_10CM",2023,6,21,NA,NA,"SWH","UP","C",10,10.2118,0.3185,NA,NA,4.8237,0.1361,NA,NA,0.0087,NA,NA,""
"623","COMPASS: Synoptic","CB","SWH_202306_UP_LYSC_20CM",2023,6,21,NA,NA,"SWH","UP","C",20,22.4137,0.6991,NA,NA,59.4081,1.6758,NA,NA,0.1074,NA,NA,""
"624","COMPASS: Synoptic","CB","SWH_202306_UP_LYSC_45CM",2023,6,21,NA,NA,"SWH","UP","C",45,7.5091,0.2342,NA,NA,6.9949,0.1973,NA,NA,0.0127,NA,NA,""
"625","COMPASS: Synoptic","CB","SWH_202306_SWAMP_LYSA_10CM",2023,6,21,NA,NA,"SWH","SWAMP","A",10,24.3114,0.7583,NA,NA,267.9499,7.5585,NA,NA,0.4842,NA,NA,""
"626","COMPASS: Synoptic","CB","SWH_202306_SWAMP_LYSA_20CM",2023,6,21,NA,NA,"SWH","SWAMP","A",20,11.3858,0.3551,NA,NA,184.5417,5.2057,NA,NA,0.3335,NA,NA,""
"627","COMPASS: Synoptic","CB","SWH_202306_SWAMP_LYSA_45CM",2023,6,21,NA,NA,"SWH","SWAMP","A",45,4.3411,0.1354,NA,NA,123.8195,3.4928,NA,NA,0.2238,NA,NA,""
"628","COMPASS: Synoptic","CB","SWH_202306_SWAMP_LYSB_10CM",2023,6,21,NA,NA,"SWH","SWAMP","B",10,9.8276,0.3065,NA,NA,152.7087,4.3077,NA,NA,0.276,NA,NA,""
"629","COMPASS: Synoptic","CB","SWH_202306_SWAMP_LYSB_20CM",2023,6,21,NA,NA,"SWH","SWAMP","B",20,4.4472,0.1387,NA,NA,104.4997,2.9478,NA,NA,0.1889,NA,NA,""
"630","COMPASS: Synoptic","CB","SWH_202306_SWAMP_LYSB_45CM",2023,6,21,NA,NA,"SWH","SWAMP","B",45,4.5955,0.1433,NA,NA,147.5089,4.161,NA,NA,0.2666,NA,NA,""
"631","COMPASS: Synoptic","CB","GCW_202306_TR_LYSA_20CM",2023,6,28,NA,NA,"GCW","TR","A",20,4.9808,0.1554,NA,NA,2.3446,0.0661,NA,NA,0.0043,NA,NA,""
"632","COMPASS: Synoptic","CB","SWH_202306_SWAMP_LYSC_10CM",2023,6,21,NA,NA,"SWH","SWAMP","C",10,67.3441,2.1006,NA,NA,443.5128,12.5109,NA,NA,0.8015,NA,NA,""
"633","COMPASS: Synoptic","CB","SWH_202306_SWAMP_LYSC_20CM",2023,6,21,NA,NA,"SWH","SWAMP","C",20,40.4909,1.263,NA,NA,371.3526,10.4754,NA,NA,0.6711,NA,NA,""
"634","COMPASS: Synoptic","CB","SWH_202306_SWAMP_LYSC_45CM",2023,6,21,NA,NA,"SWH","SWAMP","C",45,14.5471,0.4537,NA,NA,177.4722,5.0063,NA,NA,0.3207,NA,NA,""
